"","Div","Date","Team1","Team2","HomeAway","GS","GA","FTR","HTGS","HTGA","HTR","Referee","ShotsTaken","ShotsAllowed","ShotsOnTarget","ShotsOnTargetAllowed","FoulsCommited","FoulsReceived","CornerKicks","CornerKicksAllowed","YellowCards","YellowCardsOpp","RedCards","RedCardsOpp"
"1","E0","11/08/17","Arsenal","Leicester","Home",4,3,"H",2,2,"D","M Dean",27,6,10,3,9,12,9,4,0,1,0,0
"2","E0","12/08/17","Brighton","Man City","Home",0,2,"A",0,0,"D","M Oliver",6,14,2,4,6,9,3,10,0,2,0,0
"3","E0","12/08/17","Chelsea","Burnley","Home",2,3,"A",0,3,"A","C Pawson",19,10,6,5,16,11,8,5,3,3,2,0
"4","E0","12/08/17","Crystal Palace","Huddersfield","Home",0,3,"A",0,2,"A","J Moss",14,8,4,6,7,19,12,9,1,3,0,0
"5","E0","12/08/17","Everton","Stoke","Home",1,0,"H",1,0,"H","N Swarbrick",9,9,4,1,13,10,6,7,1,1,0,0
"6","E0","12/08/17","Southampton","Swansea","Home",0,0,"D",0,0,"D","M Jones",29,4,2,0,10,13,13,0,2,1,0,0
"7","E0","12/08/17","Watford","Liverpool","Home",3,3,"D",2,1,"H","A Taylor",9,14,4,5,14,8,3,3,0,3,0,0
"8","E0","12/08/17","West Brom","Bournemouth","Home",1,0,"H",1,0,"H","R Madley",16,9,6,2,15,3,8,2,3,1,0,0
"9","E0","13/08/17","Man United","West Ham","Home",4,0,"H",1,0,"H","M Atkinson",22,9,6,1,19,7,11,1,2,2,0,0
"10","E0","13/08/17","Newcastle","Tottenham","Home",0,2,"A",0,0,"D","A Marriner",6,18,3,6,6,10,5,7,1,2,1,0
"11","E0","19/08/17","Bournemouth","Watford","Home",0,2,"A",0,0,"D","R East",6,19,2,7,6,14,8,5,1,3,0,0
"12","E0","19/08/17","Burnley","West Brom","Home",0,1,"A",0,0,"D","M Atkinson",20,8,0,1,11,11,5,5,1,0,0,1
"13","E0","19/08/17","Leicester","Brighton","Home",2,0,"H",1,0,"H","L Probert",14,5,4,2,8,10,6,2,1,0,0,0
"14","E0","19/08/17","Liverpool","Crystal Palace","Home",1,0,"H",0,0,"D","K Friend",23,4,13,1,12,13,4,2,1,3,0,0
"15","E0","19/08/17","Southampton","West Ham","Home",3,2,"H",2,1,"H","L Mason",14,16,5,8,18,10,7,2,1,1,0,1
"16","E0","19/08/17","Stoke","Arsenal","Home",1,0,"H",0,0,"D","A Marriner",11,18,4,6,6,11,2,9,0,0,0,0
"17","E0","19/08/17","Swansea","Man United","Home",0,4,"A",0,1,"A","J Moss",6,17,1,8,12,11,3,5,1,1,0,0
"18","E0","20/08/17","Huddersfield","Newcastle","Home",1,0,"H",0,0,"D","C Pawson",7,13,3,5,13,10,7,3,3,4,0,0
"19","E0","20/08/17","Tottenham","Chelsea","Home",1,2,"A",0,1,"A","A Taylor",18,9,6,2,14,21,14,3,3,3,0,0
"20","E0","21/08/17","Man City","Everton","Home",1,1,"D",0,1,"A","R Madley",19,7,6,2,7,9,7,1,1,2,1,1
"21","E0","26/08/17","Bournemouth","Man City","Home",1,2,"A",1,1,"D","M Dean",9,19,3,8,13,14,2,5,5,4,0,1
"22","E0","26/08/17","Crystal Palace","Swansea","Home",0,2,"A",0,1,"A","A Marriner",16,7,3,3,9,6,1,1,4,1,0,0
"23","E0","26/08/17","Huddersfield","Southampton","Home",0,0,"D",0,0,"D","S Attwell",16,6,6,3,10,10,5,4,0,1,0,0
"24","E0","26/08/17","Man United","Leicester","Home",2,0,"H",0,0,"D","M Oliver",22,11,7,4,8,7,9,3,1,2,0,0
"25","E0","26/08/17","Newcastle","West Ham","Home",3,0,"H",1,0,"H","N Swarbrick",16,8,8,3,17,11,7,5,1,3,0,0
"26","E0","26/08/17","Watford","Brighton","Home",0,0,"D",0,0,"D","G Scott",8,16,0,2,7,18,3,11,0,1,1,0
"27","E0","27/08/17","Chelsea","Everton","Home",2,0,"H",2,0,"H","J Moss",18,7,7,0,12,7,6,3,2,2,0,0
"28","E0","27/08/17","Liverpool","Arsenal","Home",4,0,"H",2,0,"H","C Pawson",18,8,10,0,6,9,4,3,2,4,0,0
"29","E0","27/08/17","Tottenham","Burnley","Home",1,1,"D",0,0,"D","L Mason",28,13,5,3,9,9,10,7,0,0,0,0
"30","E0","27/08/17","West Brom","Stoke","Home",1,1,"D",0,0,"D","A Taylor",10,16,2,2,10,9,10,4,2,2,0,0
"31","E0","09/09/17","Arsenal","Bournemouth","Home",3,0,"H",2,0,"H","A Taylor",15,6,8,1,14,8,8,2,0,1,0,0
"32","E0","09/09/17","Brighton","West Brom","Home",3,1,"H",1,0,"H","C Kavanagh",12,12,6,3,9,4,2,6,2,0,0,0
"33","E0","09/09/17","Everton","Tottenham","Home",0,3,"A",0,2,"A","G Scott",12,15,1,6,14,14,7,3,3,1,0,0
"34","E0","09/09/17","Leicester","Chelsea","Home",1,2,"A",0,1,"A","L Mason",8,16,2,6,11,8,2,9,1,0,0,0
"35","E0","09/09/17","Man City","Liverpool","Home",5,0,"H",2,0,"H","J Moss",13,10,7,3,10,9,8,3,2,2,0,1
"36","E0","09/09/17","Southampton","Watford","Home",0,2,"A",0,1,"A","L Probert",9,12,1,3,8,11,7,4,0,0,0,0
"37","E0","09/09/17","Stoke","Man United","Home",2,2,"D",1,1,"D","N Swarbrick",10,18,5,8,10,10,5,11,0,0,0,0
"38","E0","10/09/17","Burnley","Crystal Palace","Home",1,0,"H",1,0,"H","M Oliver",4,23,2,5,7,14,3,13,1,1,0,0
"39","E0","10/09/17","Swansea","Newcastle","Home",0,1,"A",0,0,"D","M Jones",10,16,4,8,11,15,7,5,2,3,0,0
"40","E0","11/09/17","West Ham","Huddersfield","Home",2,0,"H",0,0,"D","K Friend",19,10,3,2,11,14,10,3,1,2,0,0
"41","E0","15/09/17","Bournemouth","Brighton","Home",2,1,"H",0,0,"D","C Pawson",15,9,3,2,5,12,6,4,0,0,0,0
"42","E0","16/09/17","Crystal Palace","Southampton","Home",0,1,"A",0,1,"A","R Madley",14,13,3,4,14,13,5,5,5,1,0,0
"43","E0","16/09/17","Huddersfield","Leicester","Home",1,1,"D",0,0,"D","J Moss",15,10,3,1,6,6,8,4,1,1,0,0
"44","E0","16/09/17","Liverpool","Burnley","Home",1,1,"D",1,1,"D","R East",35,5,9,4,7,9,12,2,1,2,0,0
"45","E0","16/09/17","Newcastle","Stoke","Home",2,1,"H",1,0,"H","S Attwell",14,13,3,4,13,11,7,5,3,1,0,0
"46","E0","16/09/17","Tottenham","Swansea","Home",0,0,"D",0,0,"D","M Dean",26,4,8,0,11,9,11,1,1,3,0,0
"47","E0","16/09/17","Watford","Man City","Home",0,6,"A",0,3,"A","A Taylor",7,28,1,10,8,6,3,11,2,0,0,0
"48","E0","16/09/17","West Brom","West Ham","Home",0,0,"D",0,0,"D","P Tierney",6,9,1,1,15,7,2,3,2,2,0,0
"49","E0","17/09/17","Chelsea","Arsenal","Home",0,0,"D",0,0,"D","M Oliver",13,11,4,2,11,15,5,1,1,3,1,0
"50","E0","17/09/17","Man United","Everton","Home",4,0,"H",1,0,"H","A Marriner",16,7,7,3,15,14,4,1,1,1,0,0
"51","E0","23/09/17","Burnley","Huddersfield","Home",0,0,"D",0,0,"D","C Kavanagh",5,9,3,2,9,13,3,4,3,2,0,0
"52","E0","23/09/17","Everton","Bournemouth","Home",2,1,"H",0,0,"D","M Atkinson",12,8,4,4,12,11,4,6,3,1,0,0
"53","E0","23/09/17","Leicester","Liverpool","Home",2,3,"A",1,2,"A","A Taylor",12,23,7,6,13,14,3,6,3,3,0,0
"54","E0","23/09/17","Man City","Crystal Palace","Home",5,0,"H",1,0,"H","N Swarbrick",25,5,9,0,6,7,8,2,3,1,0,0
"55","E0","23/09/17","Southampton","Man United","Home",0,1,"A",0,1,"A","C Pawson",14,9,4,4,12,9,8,4,1,4,0,0
"56","E0","23/09/17","Stoke","Chelsea","Home",0,4,"A",0,2,"A","M Dean",13,7,2,4,5,14,5,0,2,2,0,0
"57","E0","23/09/17","Swansea","Watford","Home",1,2,"A",0,1,"A","L Mason",10,8,3,4,9,16,5,4,1,3,0,0
"58","E0","23/09/17","West Ham","Tottenham","Home",2,3,"A",0,2,"A","M Oliver",10,15,4,5,10,20,4,3,4,2,0,1
"59","E0","24/09/17","Brighton","Newcastle","Home",1,0,"H",0,0,"D","A Marriner",7,17,3,5,6,8,2,8,2,1,0,0
"60","E0","25/09/17","Arsenal","West Brom","Home",2,0,"H",1,0,"H","R Madley",16,7,6,3,8,17,7,4,1,4,0,0
"61","E0","30/09/17","Bournemouth","Leicester","Home",0,0,"D",0,0,"D","G Scott",19,8,4,1,6,10,7,5,1,0,0,0
"62","E0","30/09/17","Chelsea","Man City","Home",0,1,"A",0,0,"D","M Atkinson",4,17,2,6,8,13,4,8,0,2,0,0
"63","E0","30/09/17","Huddersfield","Tottenham","Home",0,4,"A",0,3,"A","N Swarbrick",6,14,1,7,7,4,4,7,1,1,0,0
"64","E0","30/09/17","Man United","Crystal Palace","Home",4,0,"H",2,0,"H","M Dean",18,6,7,1,6,9,6,5,0,0,0,0
"65","E0","30/09/17","Stoke","Southampton","Home",2,1,"H",1,0,"H","M Jones",17,21,6,3,11,10,5,6,1,2,0,0
"66","E0","30/09/17","West Brom","Watford","Home",2,2,"D",2,1,"H","M Oliver",9,15,4,3,12,11,7,6,3,0,0,0
"67","E0","30/09/17","West Ham","Swansea","Home",1,0,"H",0,0,"D","R East",9,6,4,1,15,13,2,1,3,2,0,0
"68","E0","01/10/17","Arsenal","Brighton","Home",2,0,"H",1,0,"H","K Friend",25,9,12,1,7,8,6,5,0,2,0,0
"69","E0","01/10/17","Everton","Burnley","Home",0,1,"A",0,1,"A","J Moss",23,5,4,2,14,7,9,3,2,2,0,0
"70","E0","01/10/17","Newcastle","Liverpool","Home",1,1,"D",1,1,"D","C Pawson",8,17,5,2,11,6,1,5,1,1,0,0
"71","E0","14/10/17","Burnley","West Ham","Home",1,1,"D",0,1,"A","S Attwell",20,8,5,6,11,14,7,4,2,2,0,1
"72","E0","14/10/17","Crystal Palace","Chelsea","Home",2,1,"H",2,1,"H","A Marriner",14,15,5,5,7,6,5,8,2,1,0,0
"73","E0","14/10/17","Liverpool","Man United","Home",0,0,"D",0,0,"D","M Atkinson",19,6,5,1,7,13,7,3,0,2,0,0
"74","E0","14/10/17","Man City","Stoke","Home",7,2,"H",3,1,"H","C Pawson",20,5,11,1,5,8,5,0,0,1,0,0
"75","E0","14/10/17","Swansea","Huddersfield","Home",2,0,"H",1,0,"H","P Tierney",7,7,3,2,12,16,5,3,1,5,0,0
"76","E0","14/10/17","Tottenham","Bournemouth","Home",1,0,"H",0,0,"D","R Madley",18,5,6,1,9,7,9,5,1,3,0,0
"77","E0","14/10/17","Watford","Arsenal","Home",2,1,"H",0,1,"A","N Swarbrick",11,9,2,6,8,10,2,5,1,0,0,0
"78","E0","15/10/17","Brighton","Everton","Home",1,1,"D",0,0,"D","M Oliver",12,13,3,6,12,10,7,1,4,1,0,0
"79","E0","15/10/17","Southampton","Newcastle","Home",2,2,"D",0,1,"A","K Friend",12,19,2,5,11,12,3,8,1,2,0,0
"80","E0","16/10/17","Leicester","West Brom","Home",1,1,"D",0,0,"D","M Dean",11,5,3,1,13,6,4,1,2,2,0,0
"81","E0","20/10/17","West Ham","Brighton","Home",0,3,"A",0,2,"A","M Atkinson",16,7,2,5,5,13,10,3,1,0,0,0
"82","E0","21/10/17","Chelsea","Watford","Home",4,2,"H",1,1,"D","J Moss",14,16,8,5,13,16,6,6,2,3,0,0
"83","E0","21/10/17","Huddersfield","Man United","Home",2,1,"H",2,0,"H","L Mason",5,9,3,3,10,12,4,7,4,2,0,0
"84","E0","21/10/17","Man City","Burnley","Home",3,0,"H",1,0,"H","R East",15,6,10,0,10,6,4,5,2,3,0,0
"85","E0","21/10/17","Newcastle","Crystal Palace","Home",1,0,"H",0,0,"D","S Attwell",7,10,3,0,12,14,3,5,4,2,0,0
"86","E0","21/10/17","Southampton","West Brom","Home",1,0,"H",0,0,"D","G Scott",20,7,6,2,10,8,8,3,0,1,0,0
"87","E0","21/10/17","Stoke","Bournemouth","Home",1,2,"A",0,2,"A","L Probert",10,7,2,3,17,10,8,3,0,1,0,0
"88","E0","21/10/17","Swansea","Leicester","Home",1,2,"A",0,1,"A","M Oliver",19,11,4,6,6,9,7,6,0,1,0,0
"89","E0","22/10/17","Everton","Arsenal","Home",2,5,"A",1,1,"D","C Pawson",8,30,3,14,14,14,0,7,1,1,1,0
"90","E0","22/10/17","Tottenham","Liverpool","Home",4,1,"H",3,1,"H","A Marriner",14,12,6,7,2,8,3,5,0,1,0,0
"91","E0","28/10/17","Arsenal","Swansea","Home",2,1,"H",0,1,"A","L Mason",17,4,5,2,9,9,5,2,0,0,0,0
"92","E0","28/10/17","Bournemouth","Chelsea","Home",0,1,"A",0,0,"D","C Pawson",7,18,1,5,5,5,5,5,2,0,0,0
"93","E0","28/10/17","Crystal Palace","West Ham","Home",2,2,"D",0,2,"A","R Madley",19,6,9,2,18,15,11,2,1,2,0,0
"94","E0","28/10/17","Liverpool","Huddersfield","Home",3,0,"H",0,0,"D","K Friend",16,1,8,0,10,8,9,2,0,1,0,0
"95","E0","28/10/17","Man United","Tottenham","Home",1,0,"H",0,0,"D","J Moss",11,13,3,4,12,14,6,3,1,0,0,0
"96","E0","28/10/17","Watford","Stoke","Home",0,1,"A",0,1,"A","M Oliver",13,6,0,2,10,9,8,1,4,4,0,0
"97","E0","28/10/17","West Brom","Man City","Home",2,3,"A",1,2,"A","M Jones",6,15,4,5,10,7,1,2,2,3,0,0
"98","E0","29/10/17","Brighton","Southampton","Home",1,1,"D",0,1,"A","N Swarbrick",7,6,2,1,9,10,2,7,3,1,0,0
"99","E0","29/10/17","Leicester","Everton","Home",2,0,"H",2,0,"H","A Marriner",9,16,3,2,6,10,3,10,0,2,0,0
"100","E0","30/10/17","Burnley","Newcastle","Home",1,0,"H",0,0,"D","M Dean",12,12,5,5,9,10,5,3,3,0,0,0
"101","E0","04/11/17","Huddersfield","West Brom","Home",1,0,"H",1,0,"H","R East",7,9,3,3,8,15,3,5,1,4,1,0
"102","E0","04/11/17","Newcastle","Bournemouth","Home",0,1,"A",0,0,"D","P Tierney",16,16,4,6,11,12,11,9,2,2,0,0
"103","E0","04/11/17","Southampton","Burnley","Home",0,1,"A",0,0,"D","L Probert",13,5,3,1,4,4,9,1,0,0,0,0
"104","E0","04/11/17","Stoke","Leicester","Home",2,2,"D",1,1,"D","R Madley",11,14,7,4,12,8,4,10,0,0,0,0
"105","E0","04/11/17","Swansea","Brighton","Home",0,1,"A",0,1,"A","M Dean",12,5,2,2,13,12,8,7,2,1,0,0
"106","E0","04/11/17","West Ham","Liverpool","Home",1,4,"A",0,2,"A","N Swarbrick",6,15,1,7,9,13,2,3,3,0,0,0
"107","E0","05/11/17","Chelsea","Man United","Home",1,0,"H",0,0,"D","A Taylor",18,10,8,2,16,20,4,7,1,3,0,0
"108","E0","05/11/17","Everton","Watford","Home",3,2,"H",0,0,"D","G Scott",10,11,5,3,14,12,2,5,0,2,0,0
"109","E0","05/11/17","Man City","Arsenal","Home",3,1,"H",1,0,"H","M Oliver",9,6,5,3,15,15,5,5,1,6,0,0
"110","E0","05/11/17","Tottenham","Crystal Palace","Home",1,0,"H",0,0,"D","K Friend",12,11,2,3,6,7,10,9,0,2,0,0
"111","E0","18/11/17","Arsenal","Tottenham","Home",2,0,"H",2,0,"H","M Dean",14,14,5,4,11,16,7,4,4,1,0,0
"112","E0","18/11/17","Bournemouth","Huddersfield","Home",4,0,"H",2,0,"H","L Probert",11,20,5,3,13,10,8,11,3,2,1,0
"113","E0","18/11/17","Burnley","Swansea","Home",2,0,"H",2,0,"H","M Atkinson",16,13,7,1,12,12,8,6,1,1,0,0
"114","E0","18/11/17","Crystal Palace","Everton","Home",2,2,"D",2,2,"D","A Taylor",16,8,7,5,9,26,9,4,2,3,0,0
"115","E0","18/11/17","Leicester","Man City","Home",0,2,"A",0,1,"A","G Scott",2,12,0,4,8,10,1,7,1,1,0,0
"116","E0","18/11/17","Liverpool","Southampton","Home",3,0,"H",2,0,"H","M Jones",21,5,8,0,15,9,10,2,1,1,0,0
"117","E0","18/11/17","Man United","Newcastle","Home",4,1,"H",2,1,"H","C Pawson",16,12,7,5,10,9,11,4,1,1,0,0
"118","E0","18/11/17","West Brom","Chelsea","Home",0,4,"A",0,3,"A","J Moss",7,11,2,7,13,12,3,4,2,3,0,0
"119","E0","19/11/17","Watford","West Ham","Home",2,0,"H",1,0,"H","A Marriner",17,10,7,6,13,10,3,1,1,4,0,0
"120","E0","20/11/17","Brighton","Stoke","Home",2,2,"D",1,2,"A","L Mason",9,13,3,6,13,5,6,7,1,0,0,0
"121","E0","24/11/17","West Ham","Leicester","Home",1,1,"D",1,1,"D","M Atkinson",8,7,4,2,9,12,5,5,1,1,0,0
"122","E0","25/11/17","Crystal Palace","Stoke","Home",2,1,"H",0,0,"D","M Dean",10,9,5,3,9,5,5,2,1,1,0,0
"123","E0","25/11/17","Liverpool","Chelsea","Home",1,1,"D",0,0,"D","M Oliver",16,11,4,3,10,7,7,8,0,0,0,0
"124","E0","25/11/17","Man United","Brighton","Home",1,0,"H",0,0,"D","N Swarbrick",15,8,4,2,9,9,5,0,0,2,0,0
"125","E0","25/11/17","Newcastle","Watford","Home",0,3,"A",0,2,"A","C Kavanagh",12,12,2,4,8,13,6,3,1,2,0,0
"126","E0","25/11/17","Swansea","Bournemouth","Home",0,0,"D",0,0,"D","S Attwell",10,9,1,5,18,6,4,5,4,2,0,0
"127","E0","25/11/17","Tottenham","West Brom","Home",1,1,"D",0,1,"A","M Jones",24,5,5,2,10,13,8,0,1,4,0,0
"128","E0","26/11/17","Burnley","Arsenal","Home",0,1,"A",0,0,"D","L Mason",8,17,2,2,8,14,5,5,2,0,0,0
"129","E0","26/11/17","Huddersfield","Man City","Home",1,2,"A",1,0,"H","C Pawson",4,14,0,5,10,10,3,7,2,3,1,0
"130","E0","26/11/17","Southampton","Everton","Home",4,1,"H",1,1,"D","K Friend",17,5,5,2,6,13,7,2,0,0,0,0
"131","E0","28/11/17","Brighton","Crystal Palace","Home",0,0,"D",0,0,"D","A Marriner",10,10,4,4,13,8,10,5,2,0,0,0
"132","E0","28/11/17","Leicester","Tottenham","Home",2,1,"H",2,0,"H","A Taylor",7,18,4,6,7,10,4,9,1,2,0,0
"133","E0","28/11/17","Watford","Man United","Home",2,4,"A",0,3,"A","J Moss",12,15,3,7,12,10,5,5,2,1,0,0
"134","E0","28/11/17","West Brom","Newcastle","Home",2,2,"D",1,0,"H","L Probert",8,14,4,4,13,12,1,6,0,0,0,0
"135","E0","29/11/17","Arsenal","Huddersfield","Home",5,0,"H",1,0,"H","G Scott",21,7,7,2,10,12,7,2,0,1,0,0
"136","E0","29/11/17","Bournemouth","Burnley","Home",1,2,"A",0,1,"A","R East",10,10,2,4,9,11,4,6,0,1,0,0
"137","E0","29/11/17","Chelsea","Swansea","Home",1,0,"H",0,0,"D","N Swarbrick",21,2,10,0,10,7,15,1,1,0,0,0
"138","E0","29/11/17","Everton","West Ham","Home",4,0,"H",2,0,"H","M Oliver",8,7,5,3,16,6,2,6,2,1,0,0
"139","E0","29/11/17","Man City","Southampton","Home",2,1,"H",0,0,"D","P Tierney",26,7,12,2,12,11,6,5,1,1,0,0
"140","E0","29/11/17","Stoke","Liverpool","Home",0,3,"A",0,1,"A","M Atkinson",10,14,1,7,8,10,5,9,1,5,0,0
"141","E0","02/12/17","Arsenal","Man United","Home",1,3,"A",0,2,"A","A Marriner",33,8,15,4,11,10,12,1,3,2,0,1
"142","E0","02/12/17","Brighton","Liverpool","Home",1,5,"A",0,2,"A","G Scott",6,12,2,6,8,7,2,2,1,0,0,0
"143","E0","02/12/17","Chelsea","Newcastle","Home",3,1,"H",2,1,"H","K Friend",23,8,9,2,8,13,11,4,0,1,0,0
"144","E0","02/12/17","Everton","Huddersfield","Home",2,0,"H",0,0,"D","C Kavanagh",6,5,4,3,12,9,2,5,2,1,0,0
"145","E0","02/12/17","Leicester","Burnley","Home",1,0,"H",1,0,"H","P Tierney",16,14,3,4,3,11,10,7,0,2,0,0
"146","E0","02/12/17","Stoke","Swansea","Home",2,1,"H",2,1,"H","C Pawson",10,10,3,3,12,10,2,6,2,0,0,0
"147","E0","02/12/17","Watford","Tottenham","Home",1,1,"D",1,1,"D","M Atkinson",6,8,2,2,16,8,7,2,4,1,0,1
"148","E0","02/12/17","West Brom","Crystal Palace","Home",0,0,"D",0,0,"D","M Oliver",20,10,6,2,11,10,3,7,3,1,0,0
"149","E0","03/12/17","Bournemouth","Southampton","Home",1,1,"D",1,0,"H","J Moss",16,15,5,4,6,12,5,4,2,1,0,0
"150","E0","03/12/17","Man City","West Ham","Home",2,1,"H",0,1,"A","M Dean",24,7,8,4,5,7,10,4,2,2,0,0
"151","E0","09/12/17","Burnley","Watford","Home",1,0,"H",1,0,"H","L Probert",8,11,5,2,10,12,3,5,1,0,0,1
"152","E0","09/12/17","Crystal Palace","Bournemouth","Home",2,2,"D",2,2,"D","K Friend",24,11,8,5,14,14,6,3,5,2,0,0
"153","E0","09/12/17","Huddersfield","Brighton","Home",2,0,"H",2,0,"H","S Attwell",19,7,6,2,6,10,8,1,0,0,0,0
"154","E0","09/12/17","Newcastle","Leicester","Home",2,3,"A",1,1,"D","N Swarbrick",10,13,4,5,10,9,6,5,2,1,0,0
"155","E0","09/12/17","Swansea","West Brom","Home",1,0,"H",0,0,"D","M Dean",18,7,3,1,8,18,6,3,2,5,0,0
"156","E0","09/12/17","Tottenham","Stoke","Home",5,1,"H",1,0,"H","R East",20,4,11,3,12,9,12,6,1,0,0,0
"157","E0","09/12/17","West Ham","Chelsea","Home",1,0,"H",1,0,"H","A Taylor",5,19,2,2,10,10,4,3,6,1,0,0
"158","E0","10/12/17","Liverpool","Everton","Home",1,1,"D",1,0,"H","C Pawson",23,3,3,2,8,11,12,1,1,3,0,0
"159","E0","10/12/17","Man United","Man City","Home",1,2,"A",1,1,"D","M Oliver",8,14,5,7,16,10,2,8,4,2,0,0
"160","E0","10/12/17","Southampton","Arsenal","Home",1,1,"D",1,0,"H","R Madley",6,11,3,6,12,10,4,5,2,2,0,0
"161","E0","12/12/17","Burnley","Stoke","Home",1,0,"H",0,0,"D","M Jones",10,14,2,7,6,14,6,4,0,0,0,0
"162","E0","12/12/17","Crystal Palace","Watford","Home",2,1,"H",0,1,"A","L Mason",14,7,4,2,14,18,4,6,2,1,0,1
"163","E0","12/12/17","Huddersfield","Chelsea","Home",1,3,"A",0,2,"A","A Marriner",7,12,2,5,11,4,1,3,0,0,0,0
"164","E0","13/12/17","Liverpool","West Brom","Home",0,0,"D",0,0,"D","P Tierney",14,6,5,1,16,6,5,7,1,0,0,0
"165","E0","13/12/17","Man United","Bournemouth","Home",1,0,"H",1,0,"H","G Scott",9,14,2,7,14,12,4,9,1,2,0,0
"166","E0","13/12/17","Newcastle","Everton","Home",0,1,"A",0,1,"A","M Atkinson",16,7,4,4,10,11,4,1,1,2,1,0
"167","E0","13/12/17","Southampton","Leicester","Home",1,4,"A",0,3,"A","C Kavanagh",12,16,4,11,13,9,9,9,1,0,0,0
"168","E0","13/12/17","Swansea","Man City","Home",0,4,"A",0,2,"A","A Taylor",7,23,3,10,12,6,2,5,0,0,0,0
"169","E0","13/12/17","Tottenham","Brighton","Home",2,0,"H",1,0,"H","R Madley",25,7,8,4,5,10,10,2,1,1,0,0
"170","E0","13/12/17","West Ham","Arsenal","Home",0,0,"D",0,0,"D","J Moss",6,22,0,3,9,9,1,7,1,0,0,0
"171","E0","16/12/17","Arsenal","Newcastle","Home",1,0,"H",1,0,"H","S Attwell",23,10,5,2,13,9,7,5,2,1,0,0
"172","E0","16/12/17","Brighton","Burnley","Home",0,0,"D",0,0,"D","C Kavanagh",12,11,2,6,13,13,8,2,4,2,0,0
"173","E0","16/12/17","Chelsea","Southampton","Home",1,0,"H",1,0,"H","R East",24,6,8,2,8,16,8,4,1,3,0,0
"174","E0","16/12/17","Leicester","Crystal Palace","Home",0,3,"A",0,2,"A","M Atkinson",11,13,2,6,12,13,6,4,2,2,1,0
"175","E0","16/12/17","Man City","Tottenham","Home",4,1,"H",1,0,"H","C Pawson",20,7,11,2,13,20,5,1,2,4,0,0
"176","E0","16/12/17","Stoke","West Ham","Home",0,3,"A",0,1,"A","G Scott",17,14,0,7,12,13,7,9,2,1,0,0
"177","E0","16/12/17","Watford","Huddersfield","Home",1,4,"A",0,2,"A","M Oliver",13,15,3,9,12,17,8,7,2,1,1,1
"178","E0","17/12/17","Bournemouth","Liverpool","Home",0,4,"A",0,3,"A","A Marriner",6,21,2,7,5,10,2,3,1,1,0,0
"179","E0","17/12/17","West Brom","Man United","Home",1,2,"A",0,2,"A","A Taylor",12,8,5,3,14,7,6,3,1,3,0,0
"180","E0","18/12/17","Everton","Swansea","Home",3,1,"H",1,1,"D","J Moss",12,8,7,3,12,12,6,3,2,3,0,0
"181","E0","22/12/17","Arsenal","Liverpool","Home",3,3,"D",0,1,"A","M Atkinson",11,14,4,9,9,11,7,8,1,0,0,0
"182","E0","23/12/17","Brighton","Watford","Home",1,0,"H",0,0,"D","P Tierney",14,13,3,1,8,11,6,4,0,0,0,0
"183","E0","23/12/17","Burnley","Tottenham","Home",0,3,"A",0,1,"A","M Oliver",5,18,2,8,10,10,4,4,1,2,0,0
"184","E0","23/12/17","Everton","Chelsea","Home",0,0,"D",0,0,"D","R Madley",5,25,0,8,8,4,2,7,3,0,0,0
"185","E0","23/12/17","Leicester","Man United","Home",2,2,"D",1,1,"D","J Moss",11,19,3,6,19,8,4,6,2,2,1,0
"186","E0","23/12/17","Man City","Bournemouth","Home",4,0,"H",1,0,"H","M Jones",14,5,5,1,8,7,4,6,0,1,0,0
"187","E0","23/12/17","Southampton","Huddersfield","Home",1,1,"D",1,0,"H","L Probert",12,10,6,3,16,9,9,1,2,1,0,0
"188","E0","23/12/17","Stoke","West Brom","Home",3,1,"H",2,0,"H","N Swarbrick",9,17,5,7,9,11,1,11,1,0,0,0
"189","E0","23/12/17","Swansea","Crystal Palace","Home",1,1,"D",0,0,"D","C Pawson",7,13,2,5,13,11,6,3,2,3,0,0
"190","E0","23/12/17","West Ham","Newcastle","Home",2,3,"A",1,1,"D","L Mason",19,11,6,4,9,12,6,3,1,1,0,0
"191","E0","26/12/17","Bournemouth","West Ham","Home",3,3,"D",1,1,"D","S Attwell",26,10,10,5,12,14,7,4,3,4,0,0
"192","E0","26/12/17","Chelsea","Brighton","Home",2,0,"H",0,0,"D","M Dean",25,8,8,1,8,8,13,1,0,1,0,0
"193","E0","26/12/17","Huddersfield","Stoke","Home",1,1,"D",1,0,"H","A Taylor",18,15,8,7,9,12,8,5,2,4,0,0
"194","E0","26/12/17","Liverpool","Swansea","Home",5,0,"H",1,0,"H","K Friend",22,7,9,4,5,8,4,2,0,1,0,0
"195","E0","26/12/17","Man United","Burnley","Home",2,2,"D",0,2,"A","M Atkinson",23,3,6,2,10,14,12,2,3,7,0,0
"196","E0","26/12/17","Tottenham","Southampton","Home",5,2,"H",2,0,"H","G Scott",16,16,7,6,8,15,3,8,0,2,0,0
"197","E0","26/12/17","Watford","Leicester","Home",2,1,"H",1,1,"D","C Kavanagh",11,11,1,5,7,13,8,8,3,3,0,0
"198","E0","26/12/17","West Brom","Everton","Home",0,0,"D",0,0,"D","R East",17,7,3,3,14,13,10,2,2,0,0,0
"199","E0","27/12/17","Newcastle","Man City","Home",0,1,"A",0,1,"A","A Marriner",6,22,2,6,11,6,3,8,1,0,0,0
